session;session_start_text;session_end_text;clickouts;booking
20170503001343;14:28:46;14:31:24;2;0
20170503001344;14:43:59;14:47:27;2;0
20170503001345;01:32:13;01:35:33;0;0
20170503001346;19:25:10;19:27:48;1;1
20170503001347;04:21:31;04:24:49;4;0
20170503001348;06:40:40;06:44:25;5;1
20170503001349;14:23:11;14:25:13;3;0
20170503001350;23:00:19;23:03:13;1;0
20170503001351;18:28:45;18:32:12;2;0
20170503001352;05:34:49;05:38:15;2;1
20170503001353;06:16:39;06:19:16;2;0
20170503001354;12:34:07;12:39:02;2;0
20170503001355;19:28:39;19:30:39;3;0
20170503001356;23:30:32;23:33:35;4;0
20170503001357;03:11:53;03:14:39;2;0
20170503001358;13:41:38;13:43:37;3;0
20170503001359;20:23:41;20:26:22;2;0
20170503001360;20:49:36;20:55:36;3;0
20170503001361;15:35:52;15:37:02;4;0
20170503001362;01:26:26;01:29:55;2;0
20170503001363;18:15:15;18:16:47;2;0
20170503001364;01:49:45;01:53:29;2;0
20170503001365;18:13:39;18:18:14;3;0
20170503001366;23:23:20;23:26:15;4;0
20170503001367;16:30:20;16:34:23;1;0
20170503001368;20:17:21;20:18:38;1;0
20170503001369;08:21:44;08:25:10;4;0
20170503001370;15:17:03;15:21:19;2;0
20170503001371;07:59:54;08:01:34;2;0
20170503001372;17:16:25;17:19:18;3;0
20170503001373;08:08:00;08:09:17;3;0
20170503001374;14:03:37;14:07:19;1;0
20170503001375;12:36:37;12:40:29;3;0
20170503001376;00:45:57;00:48:18;3;1
20170503001377;18:49:39;18:54:43;3;1
20170503001378;17:54:53;17:58:27;3;0
20170503001379;05:50:07;05:52:58;3;0
20170503001380;01:20:37;01:23:47;4;0
20170503001381;17:38:37;17:42:28;1;0
20170503001382;07:44:17;07:47:05;4;0
20170503001383;03:18:22;03:22:19;3;0
20170503001384;22:15:14;22:20:01;2;0
20170503001385;17:00:23;17:02:15;3;1
20170503001386;16:15:36;16:18:56;3;0
20170503001387;10:58:21;11:01:20;2;0
20170503001388;07:24:56;07:28:55;4;0
20170503001389;20:18:53;20:20:58;3;0
20170503001390;23:31:07;23:33:14;3;0
20170503001391;15:42:38;15:46:22;3;0
20170503001392;06:24:25;06:27:48;1;0
20170503001393;05:05:08;05:07:44;4;0
20170503001394;19:46:13;19:50:17;3;0
20170503001395;19:15:51;19:19:06;1;0
20170503001396;05:54:06;05:56:16;2;0
20170503001397;06:38:28;06:42:09;2;1
20170503001398;08:21:41;08:23:41;4;0
20170503001399;05:34:19;05:38:29;2;0
20170503001400;16:32:57;16:36:25;4;0
20170503001401;12:08:01;12:11:40;2;0
20170503001402;05:03:11;05:06:26;2;0
20170503001403;14:30:43;14:34:21;3;0
20170503001404;03:46:36;03:52:13;1;0
20170503001405;04:10:22;04:12:54;4;0
20170503001406;13:36:26;13:37:59;2;0
20170503001407;05:06:33;05:09:25;3;0
20170503001408;22:03:33;22:06:37;2;0
20170503001409;13:41:35;13:45:13;5;0
20170503001410;06:10:49;06:13:34;3;0
20170503001411;09:12:31;09:14:35;2;1
20170503001412;00:24:21;00:27:37;3;1
20170503001413;10:09:05;10:12:59;3;0
20170503001414;03:09:02;03:12:48;2;0
20170503001415;08:18:24;08:22:08;2;1
20170503001416;02:41:53;02:44:48;1;0
20170503001417;22:05:04;22:11:00;3;0
20170503001418;21:21:27;21:25:18;2;1
20170503001419;07:12:32;07:14:14;1;1
20170503001420;05:25:18;05:29:06;3;0
20170503001421;10:16:46;10:18:36;1;1
20170503001422;19:18:59;19:20:48;2;0
20170503001423;15:04:18;15:07:30;2;0
20170503001424;12:00:12;12:02:31;3;1
20170503001425;19:28:42;19:31:36;0;0
20170503001426;07:40:43;07:43:59;4;0
20170503001427;13:32:55;13:34:49;3;0
20170503001428;06:54:16;06:59:55;3;0
20170503001429;17:32:52;17:35:02;1;0
20170503001430;23:42:42;23:46:48;5;0
20170503001431;05:09:42;05:11:50;3;0
20170503001432;22:08:01;22:11:19;2;0
20170503001433;20:32:53;20:35:25;3;0
20170503001434;14:07:36;14:11:01;4;0
20170503001435;07:28:19;07:31:54;2;0
20170503001436;13:42:57;13:45:00;1;0
20170503001437;10:18:00;10:21:53;3;0
20170503001438;02:25:40;02:28:17;2;1
20170503001439;11:15:02;11:19:49;1;0
20170503001440;03:42:14;03:44:08;4;0
20170503001441;04:53:24;04:55:39;1;0
20170503001442;06:39:12;06:40:34;1;0
20170503001443;20:42:12;20:44:24;3;0
20170503001444;20:25:49;20:26:38;3;0
20170503001445;07:25:58;07:30:36;2;0
20170503001446;09:19:00;09:21:02;3;1
20170503001447;10:51:23;10:55:05;1;0
20170503001448;04:10:51;04:15:15;2;0
20170503001449;15:18:52;15:22:32;2;0
20170503001450;13:49:50;13:52:02;3;1
20170503001451;01:57:43;02:01:16;2;1
20170503001452;01:35:53;01:39:43;2;0
20170503001453;08:01:47;08:05:01;1;0
20170503001454;17:28:50;17:31:35;1;0
20170503001455;15:05:14;15:08:58;1;0
20170503001456;19:26:06;19:28:24;1;0
20170503001457;17:27:20;17:29:35;2;0
20170503001458;05:15:34;05:17:59;3;0
20170503001459;10:15:55;10:18:11;2;1
20170503001460;21:36:47;21:40:34;2;0
20170503001461;03:58:06;03:59:54;3;0
20170503001462;00:58:25;01:01:01;1;0
20170503001463;20:31:42;20:34:02;3;0
20170503001464;07:15:40;07:18:23;3;0
20170503001465;06:34:14;06:37:38;2;0
20170503001466;02:37:38;02:41:09;1;0
20170503001467;13:48:18;13:52:36;3;0
20170503001468;16:40:25;16:43:33;1;0
20170503001469;10:11:20;10:14:26;3;1
20170503001470;03:30:14;03:33:38;3;0
20170503001471;12:00:47;12:04:02;3;0
20170503001472;01:23:45;01:27:09;1;0
20170503001473;01:54:36;01:59:23;4;0
20170503001474;10:14:16;10:18:08;4;0
20170503001475;09:49:17;09:52:16;2;0
20170503001476;18:40:33;18:44:32;3;0
20170503001477;11:31:55;11:36:12;3;1
20170503001478;09:15:12;09:17:43;4;0
20170503001479;01:54:43;01:58:52;4;0
20170503001480;19:28:33;19:31:28;2;0
20170503001481;20:51:13;20:54:44;3;0
20170503001482;22:17:06;22:19:56;2;0
20170503001483;07:24:45;07:28:35;2;0
20170503001484;17:53:13;17:56:16;3;0
20170503001485;05:26:29;05:30:33;2;0
20170503001486;01:02:24;01:05:25;3;0
20170503001487;23:54:55;23:58:35;3;0
20170503001488;21:05:45;21:10:33;3;0
20170503001489;00:34:52;00:39:41;3;0
20170503001490;16:12:31;16:15:49;4;0
20170503001491;13:32:14;13:35:19;3;0
20170503001492;05:03:03;05:06:11;3;0
20170503001493;09:40:24;09:43:28;2;0
20170503001494;00:53:41;00:57:11;2;0
20170503001495;18:42:23;18:45:32;3;0
20170503001496;07:04:58;07:07:01;4;1
20170503001497;23:09:56;23:14:28;2;0
20170503001498;23:45:48;23:47:46;2;0
20170503001499;11:56:00;11:59:34;2;0
20170503001500;00:53:17;00:58:02;0;0
20170503001501;13:05:20;13:09:14;2;0
20170503001502;18:17:57;18:20:35;2;1
20170503001503;02:37:28;02:40:39;3;0
20170503001504;17:54:44;17:57:23;1;1
20170503001505;13:14:07;13:17:30;4;0
20170503001506;19:45:41;19:48:41;1;0
20170503001507;11:52:59;11:55:59;1;1
20170503001508;01:58:06;01:59:24;3;0
20170503001509;13:30:28;13:33:49;2;0
20170503001510;14:51:06;14:53:34;3;0
20170503001511;08:44:08;08:46:39;2;0
20170503001512;14:00:45;14:01:11;3;0
20170503001513;09:10:42;09:15:42;4;0
20170503001514;23:44:51;23:49:02;3;0
20170503001515;09:48:51;09:51:04;2;0
20170503001516;07:22:34;07:27:23;2;0
20170503001517;18:30:20;18:33:03;3;0
20170503001518;19:52:39;19:54:32;2;0
20170503001519;23:10:41;23:13:07;4;0
20170503001520;23:39:00;23:39:31;5;0
20170503001521;08:47:22;08:50:17;3;0
20170503001522;20:57:54;21:00:18;3;0
20170503001523;15:29:03;15:30:19;3;0
20170503001524;20:25:33;20:27:30;3;1
20170503001525;02:46:30;02:48:14;1;0
20170503001526;06:01:47;06:05:27;2;0
20170503001527;23:20:48;23:24:34;3;0
20170503001528;00:34:12;00:38:41;3;0
20170503001529;00:04:21;00:08:59;3;0
20170503001530;15:00:12;15:02:15;3;0
20170503001531;04:19:15;04:20:14;1;0
20170503001532;14:16:19;14:19:34;4;0
20170503001533;20:54:06;20:56:05;3;0
20170503001534;08:50:27;08:52:58;2;0
20170503001535;13:17:54;13:21:15;1;0
20170503001536;17:07:59;17:11:06;2;1
20170503001537;06:22:58;06:25:35;1;1
20170503001538;04:00:20;04:01:12;3;0
20170503001539;01:39:43;01:43:53;2;0
20170503001540;21:40:50;21:45:43;4;0
20170503001541;16:39:30;16:42:51;2;0
20170503001542;15:12:47;15:15:35;3;0
20170503001543;07:13:19;07:16:40;4;0
20170503001544;02:38:29;02:41:29;4;0
20170503001545;08:11:28;08:15:26;4;0
20170503001546;17:35:52;17:40:09;3;0
20170503001547;16:52:58;16:55:11;3;0
20170503001548;14:02:54;14:05:38;3;0
20170503001549;20:28:01;20:32:10;4;0
20170503001550;11:14:33;11:15:12;2;0
20170503001551;12:36:02;12:39:26;2;1
20170503001552;19:59:28;20:03:14;2;0
20170503001553;15:14:38;15:16:19;4;0
20170503001554;20:28:24;20:31:30;1;0
20170503001555;22:29:59;22:31:50;1;0
20170503001556;12:10:28;12:13:56;2;1
20170503001557;23:38:38;23:41:41;3;0
20170503001558;09:20:08;09:23:12;3;0
20170503001559;22:42:35;22:45:28;3;0
20170503001560;14:28:11;14:32:01;4;0
20170503001561;19:22:32;19:24:07;5;0
20170503001562;19:38:10;19:41:07;1;0
20170503001563;01:15:15;01:16:12;3;1
20170503001564;12:31:56;12:34:53;4;0
20170503001565;02:52:30;02:56:15;1;0
20170503001566;21:41:31;21:44:28;3;0
20170503001567;15:04:51;15:08:12;2;0
20170503001568;09:51:46;09:55:26;4;0
20170503001569;12:27:19;12:30:01;2;0
20170503001570;21:00:46;21:06:00;2;0
20170503001571;09:40:25;09:44:24;4;0
20170503001572;20:01:18;20:03:33;3;0
20170503001573;22:33:12;22:36:45;3;0
20170503001574;21:40:12;21:44:02;2;1
20170503001575;09:44:00;09:46:44;3;1
20170503001576;01:25:47;01:29:35;2;0
20170503001577;17:31:07;17:34:06;4;1
20170503001578;15:34:29;15:38:39;1;0
20170503001579;16:56:47;16:59:27;2;0
20170503001580;07:11:57;07:14:33;2;0
20170503001581;11:33:47;11:38:03;4;0
20170503001582;14:21:27;14:23:44;3;0
20170503001583;13:58:54;14:02:40;5;0
20170503001584;02:26:40;02:28:48;1;0
20170503001585;04:53:55;04:56:20;1;0
20170503001586;08:31:08;08:34:29;3;1
20170503001587;15:34:46;15:37:07;3;0
20170503001588;13:41:17;13:43:47;3;0
20170503001589;23:36:58;23:41:10;2;0
20170503001590;09:57:47;09:59:38;2;0
20170503001591;01:01:00;01:03:21;2;1
20170503001592;22:47:36;22:51:32;2;0
20170503001593;06:22:37;06:26:00;5;0
20170503001594;17:25:08;17:29:40;4;0
20170503001595;08:41:23;08:43:31;4;1
20170503001596;13:13:05;13:16:42;2;0
20170503001597;04:05:44;04:09:37;3;1
20170503001598;02:47:35;02:51:32;3;0
20170503001599;16:14:28;16:18:12;2;0
20170503001600;14:56:24;14:59:53;3;0
20170503001601;04:40:18;04:44:26;3;0
20170503001602;13:43:44;13:47:36;2;0
20170503001603;19:57:00;19:59:42;2;1
20170503001604;20:58:46;21:02:49;5;0
20170503001605;09:35:35;09:40:12;1;0
20170503001606;21:13:54;21:16:22;1;1
20170503001607;22:19:57;22:23:17;3;0
20170503001608;11:35:21;11:37:22;1;0
20170503001609;04:04:03;04:06:03;3;0
20170503001610;01:00:49;01:03:48;1;0
20170503001611;13:42:44;13:48:06;3;0
20170503001612;08:30:52;08:33:23;3;0
20170503001613;01:03:13;01:05:49;4;0
20170503001614;00:39:26;00:42:52;4;0
20170503001615;18:57:08;19:00:46;1;0
20170503001616;14:29:36;14:31:31;3;0
20170503001617;23:00:51;23:03:06;3;0
20170503001618;19:18:14;19:19:17;4;0
20170503001619;04:14:00;04:15:51;3;0
20170503001620;15:57:29;16:02:02;3;0
20170503001621;02:23:18;02:24:56;0;0
20170503001622;09:30:53;09:35:30;2;0
20170503001623;23:22:31;23:24:59;1;0
20170503001624;15:27:13;15:30:34;1;1
20170503001625;15:54:25;15:57:56;2;0
20170503001626;23:24:48;23:27:54;2;1
20170503001627;13:32:00;13:34:22;1;0
20170503001628;05:50:51;05:55:58;1;0
20170503001629;04:09:04;04:11:46;4;0
20170503001630;13:13:10;13:16:07;4;0
20170503001631;09:18:33;09:20:47;1;0
20170503001632;12:10:25;12:12:40;5;0
20170503001633;19:42:24;19:44:53;4;0
20170503001634;13:05:12;13:09:46;2;0
20170503001635;02:00:41;02:03:19;3;0
20170503001636;03:36:58;03:39:57;3;0
20170503001637;16:47:07;16:50:47;3;1
20170503001638;15:19:47;15:23:10;4;0
20170503001639;15:15:33;15:19:47;2;0
20170503001640;20:28:50;20:31:48;3;0
20170503001641;13:28:30;13:29:40;3;0
20170503001642;12:43:53;12:44:31;3;0
20170503001643;23:24:38;23:27:57;3;0
20170503001644;22:22:06;22:24:16;3;0
20170503001645;17:36:01;17:39:06;3;0
20170503001646;10:42:37;10:46:15;5;0
20170503001647;09:12:23;09:15:32;2;0
20170503001648;12:15:32;12:17:37;0;0
20170503001649;21:04:00;21:06:35;3;0
20170503001650;03:17:00;03:19:47;1;1
20170503001651;16:31:50;16:34:39;1;1
20170503001652;17:25:31;17:27:56;2;0
20170503001653;10:16:34;10:18:43;3;0
20170503001654;17:57:16;17:59:38;4;0
20170503001655;02:01:52;02:04:02;1;0
20170503001656;16:45:57;16:49:54;2;0
20170503001657;00:35:40;00:37:41;3;0
20170503001658;18:01:37;18:04:36;3;0
20170503001659;18:35:16;18:39:04;2;0
20170503001660;23:40:36;23:43:56;2;0
20170503001661;09:20:15;09:24:45;3;0
20170503001662;14:19:11;14:22:43;2;0
20170503001663;06:57:31;07:01:07;2;1
20170503001664;19:38:09;19:38:39;3;0
20170503001665;10:50:41;10:53:21;1;0
20170503001666;21:30:21;21:34:59;4;1
20170503001667;00:04:37;00:09:32;3;1
20170503001668;06:08:58;06:12:41;3;0
20170503001669;01:52:58;01:53:15;4;0
20170503001670;11:45:45;11:48:50;2;0
20170503001671;00:41:41;00:42:35;3;0
20170503001672;02:16:35;02:18:49;2;0
20170503001673;06:02:10;06:05:32;2;0
20170503001674;06:25:08;06:29:01;3;0
20170503001675;08:02:32;08:06:38;2;0
20170503001676;20:43:09;20:46:00;2;0
20170503001677;10:36:46;10:36:46;0;1
20170503001678;00:29:00;00:30:04;1;0
20170503001679;22:14:50;22:18:10;4;0
20170503001680;13:57:31;14:02:20;3;0
20170503001681;21:58:05;22:01:13;4;0
20170503001682;17:40:22;17:43:45;2;0
20170503001683;15:58:04;16:01:09;2;0
20170503001684;11:02:59;11:06:24;3;0
20170503001685;06:57:54;07:00:50;4;0
20170503001686;09:01:04;09:04:42;3;0
20170503001687;00:50:06;00:54:18;1;0
20170503001688;08:08:06;08:10:23;2;0
20170503001689;17:23:08;17:27:43;4;0
20170503001690;23:55:20;23:58:40;2;0
20170503001691;19:38:48;19:41:40;3;0
20170503001692;02:09:04;02:10:29;3;0
20170503001693;02:46:12;02:50:10;3;0
20170503001694;12:00:11;12:04:48;4;0
20170503001695;15:05:37;15:08:45;1;0
20170503001696;12:40:10;12:44:12;1;0
20170503001697;21:43:59;21:44:59;3;0
20170503001698;05:08:49;05:12:15;2;0
20170503001699;23:27:59;23:31:07;2;0
20170503001700;09:30:40;09:32:47;4;0
20170503001701;22:07:04;22:10:08;2;0
20170503001702;05:15:47;05:17:56;2;0
20170503001703;03:32:15;03:35:54;3;0
20170503001704;05:15:26;05:18:58;3;0
20170503001705;11:49:57;11:54:02;3;0
20170503001706;10:00:00;10:03:37;2;0
20170503001707;19:48:52;19:51:03;2;0
20170503001708;09:09:10;09:11:17;2;0
20170503001709;17:27:23;17:28:09;2;0
20170503001710;09:01:49;09:04:37;4;0
20170503001711;19:29:08;19:29:08;0;0
20170503001712;16:38:59;16:41:32;3;0
20170503001713;00:33:59;00:37:41;4;0
20170503001714;01:07:09;01:09:35;4;0
20170503001715;11:04:25;11:07:29;4;1
20170503001716;03:23:41;03:24:44;8;0
20170503001717;17:49:16;17:52:49;3;0
20170503001718;16:29:44;16:33:12;1;0
20170503001719;04:19:22;04:22:53;2;1
20170503001720;13:50:23;13:55:31;4;0
20170503001721;08:58:57;09:01:54;4;0
20170503001722;03:27:41;03:30:06;1;0
20170503001723;11:26:23;11:27:42;2;0
20170503001724;01:13:21;01:15:48;1;0
20170503001725;09:01:09;09:03:08;2;0
20170503001726;00:28:55;00:32:57;3;0
20170503001727;09:05:03;09:07:30;3;0
20170503001728;10:48:41;10:53:07;2;0
20170503001729;13:20:34;13:22:53;2;0
20170503001730;12:24:57;12:27:49;1;0
20170503001731;16:01:35;16:05:11;3;0
20170503001732;22:49:06;22:53:38;1;1
20170503001733;09:35:56;09:41:32;3;0
20170503001734;05:41:19;05:45:17;2;0
20170503001735;21:43:41;21:44:26;4;0
20170503001736;02:37:09;02:41:36;2;0
20170503001737;05:01:57;05:03:28;2;0
20170503001738;08:01:09;08:03:38;3;0
20170503001739;19:20:15;19:23:18;4;0
20170503001740;06:37:54;06:41:30;3;0
20170503001741;01:27:22;01:30:55;2;0
20170503001742;21:34:30;21:36:27;5;0
20170503001743;07:18:00;07:20:55;2;0
20170503001744;22:19:22;22:21:21;3;0
20170503001745;17:46:55;17:50:13;4;0
20170503001746;00:06:25;00:10:30;2;0
20170503001747;05:45:25;05:47:40;3;0
20170503001748;08:24:45;08:27:29;3;0
20170503001749;02:12:02;02:15:47;2;0
20170503001750;01:20:40;01:22:49;3;0
20170503001751;21:50:54;21:55:03;2;0
20170503001752;12:37:13;12:39:37;2;0
20170503001753;00:06:31;00:09:40;3;0
20170503001754;02:33:03;02:35:03;2;0
20170503001755;02:05:06;02:08:42;3;0
20170503001756;10:54:42;10:57:37;3;0
20170503001757;03:23:41;03:26:18;1;1
20170503001758;01:50:12;01:51:52;2;0
20170503001759;13:20:00;13:22:20;3;0
20170503001760;00:56:38;01:00:58;4;0
20170503001761;15:04:09;15:07:18;2;0
20170503001762;22:49:12;22:52:37;3;0
20170503001763;07:40:33;07:45:04;4;0
20170503001764;11:00:56;11:03:31;2;0
20170503001765;01:19:00;01:22:19;3;1
20170503001766;15:25:10;15:28:53;2;1
20170503001767;07:32:02;07:34:32;2;0
20170503001768;00:15:05;00:15:05;0;1
20170503001769;19:51:50;19:53:49;3;1
20170503001770;18:56:25;19:00:08;3;0
20170503001771;01:58:07;02:01:55;4;0
20170503001772;19:19:53;19:22:03;1;0
20170503001773;02:52:58;02:55:33;2;0
20170503001774;18:43:57;18:47:44;3;0
20170503001775;02:46:17;02:49:39;2;0
20170503001776;14:13:14;14:16:03;2;0
20170503001777;04:11:59;04:13:33;3;0
20170503001778;16:04:29;16:06:45;3;0
20170503001779;21:02:53;21:07:41;2;0
20170503001780;11:40:02;11:42:42;1;0
20170503001781;07:26:27;07:30:26;2;0
20170503001782;05:00:13;05:05:05;2;0
20170503001783;01:38:41;01:41:51;1;0
20170503001784;14:23:24;14:26:17;1;0
20170503001785;12:58:41;13:03:08;3;0
20170503001786;12:28:21;12:30:52;3;0
20170503001787;08:29:48;08:33:17;2;0
20170503001788;18:52:53;18:56:24;4;0
20170503001789;02:13:56;02:16:29;2;0
20170503001790;08:19:02;08:21:54;5;0
20170503001791;23:34:38;23:37:59;1;0
20170503001792;00:58:40;01:02:20;4;0
20170503001793;13:33:32;13:35:22;1;0
20170503001794;05:48:56;05:51:45;3;0
20170503001795;13:49:45;13:52:16;4;0
20170503001796;02:17:19;02:19:55;2;0
20170503001797;11:10:00;11:13:04;2;0
20170503001798;09:49:11;09:50:56;2;0
20170503001799;20:30:05;20:33:38;2;0
20170503001800;02:34:01;02:36:55;5;0
20170503001801;09:31:59;09:33:39;2;0
20170503001802;23:14:20;23:18:38;1;0
20170503001803;21:30:26;21:34:15;4;0
20170503001804;13:41:34;13:44:36;1;0
20170503001805;22:07:07;22:10:11;1;0
20170503001806;08:32:04;08:35:19;2;0
20170503001807;08:51:00;08:53:16;0;1
20170503001808;01:05:43;01:07:40;0;0
20170503001809;18:00:08;18:03:07;2;0
20170503001810;20:52:00;20:56:06;4;0
20170503001811;20:18:13;20:22:27;2;0
20170503001812;03:13:50;03:17:41;2;0
20170503001813;18:00:47;18:03:33;1;0
20170503001814;22:22:12;22:26:13;2;0
20170503001815;16:12:38;16:14:15;2;0
20170503001816;17:13:52;17:17:13;2;1
20170503001817;13:21:34;13:23:46;3;0
20170503001818;19:04:12;19:07:02;3;0
20170503001819;15:37:27;15:41:08;3;0
20170503001820;12:15:35;12:18:02;2;0
20170503001821;20:58:40;21:01:51;3;0
20170503001822;19:18:40;19:21:13;2;0
20170503001823;13:56:56;13:59:48;3;0
20170503001824;20:36:23;20:39:41;1;0
20170503001825;08:15:42;08:18:55;2;1
20170503001826;04:33:45;04:36:41;2;0
20170503001827;10:13:49;10:17:25;2;0
20170503001828;05:00:46;05:01:49;4;0
20170503001829;01:17:58;01:20:59;1;0
20170503001830;23:51:26;23:55:06;3;0
20170503001831;05:11:00;05:12:54;2;0
20170503001832;08:01:51;08:04:30;2;0
20170503001833;22:59:36;23:01:57;3;0
20170503001834;23:56:09;23:57:01;3;0
20170503001835;08:33:15;08:35:12;1;0
20170503001836;05:10:55;05:14:04;1;0
20170503001837;20:45:50;20:48:08;2;0
20170503001838;08:19:41;08:22:19;3;0
20170503001839;18:22:59;18:27:59;3;0
20170503001840;18:55:37;18:58:47;2;0
20170503001841;12:00:19;12:02:35;2;0
20170503001842;21:01:55;21:04:04;1;0
20170503001843;08:03:45;08:06:40;2;0
20170503001844;13:54:12;13:57:52;1;0
20170503001845;01:11:00;01:14:26;2;0
20170503001846;04:46:00;04:46:44;4;0
20170503001847;15:31:18;15:34:34;3;0
20170503001848;23:50:37;23:53:40;4;0
20170503001849;07:45:18;07:50:34;2;0
20170503001850;05:23:47;05:26:28;1;0
20170503001851;17:02:42;17:05:04;3;0
20170503001852;16:05:43;16:08:40;3;0
20170503001853;18:29:24;18:31:11;1;1
20170503001854;23:46:38;23:49:58;3;0
20170503001855;15:07:06;15:09:29;2;1
20170503001856;16:26:23;16:28:32;2;0
20170503001857;03:31:16;03:35:17;4;0
20170503001858;23:22:12;23:23:19;3;0
20170503001859;01:13:19;01:16:00;3;1
20170503001860;13:16:48;13:20:14;1;0
20170503001861;07:09:39;07:12:34;2;0
20170503001862;11:09:16;11:11:31;4;0
20170503001863;14:00:07;14:03:32;2;0
20170503001864;15:07:07;15:09:19;3;0
20170503001865;05:01:44;05:04:06;3;0
20170503001866;18:13:18;18:16:34;4;1
20170503001867;08:41:05;08:43:28;4;0
20170503001868;15:33:26;15:36:31;1;1
20170503001869;16:56:21;16:58:21;4;0
20170503001870;03:23:47;03:29:26;1;0
20170503001871;05:04:23;05:06:29;2;0
20170503001872;06:26:38;06:27:33;5;0
20170503001873;03:48:05;03:51:10;3;0
20170503001874;13:47:30;13:51:18;3;0
20170503001875;04:51:29;04:55:20;4;0
20170503001876;10:54:42;10:56:22;2;0
20170503001877;18:07:36;18:10:05;3;0
20170503001878;05:18:58;05:21:36;2;0
20170503001879;13:13:41;13:14:19;3;0
20170503001880;22:45:12;22:49:08;3;0
20170503001881;04:02:36;04:04:25;4;0
20170503001882;20:36:43;20:41:42;3;0
20170503001883;04:55:27;04:59:39;3;0
20170503001884;18:37:13;18:39:00;3;0
20170503001885;20:55:04;20:58:20;2;0
20170503001886;18:18:52;18:20:38;2;0
20170503001887;05:25:03;05:28:41;4;0
20170503001888;00:30:26;00:34:01;3;0
20170503001889;20:09:05;20:12:05;0;0
20170503001890;07:36:43;07:37:45;5;0
20170503001891;21:46:02;21:49:27;2;1
20170503001892;22:04:33;22:06:49;2;0
20170503001893;20:01:22;20:04:54;2;0
20170503001894;14:17:11;14:18:27;2;0
20170503001895;17:44:53;17:48:09;4;0
20170503001896;16:13:29;16:15:52;1;0
20170503001897;13:58:20;14:01:36;3;0
20170503001898;09:04:39;09:09:17;3;0
20170503001899;18:29:02;18:32:07;3;0
20170503001900;09:30:48;09:33:58;0;0
20170503001901;00:10:09;00:13:23;1;0
20170503001902;13:26:47;13:28:47;0;0
20170503001903;20:18:59;20:21:40;1;1
20170503001904;20:49:35;20:52:59;2;1
20170503001905;05:37:54;05:40:19;3;0
20170503001906;09:43:25;09:46:00;4;0
20170503001907;03:55:12;03:58:01;0;1
20170503001908;12:20:28;12:24:08;2;0
20170503001909;02:00:14;02:03:37;1;0
20170503001910;10:59:24;11:01:31;2;0
20170503001911;16:14:26;16:18:11;3;0
20170503001912;23:35:42;23:39:30;3;0
20170503001913;06:04:54;06:08:51;2;0
20170503001914;23:42:10;23:44:03;2;0
20170503001915;04:02:15;04:06:21;2;0
20170503001916;05:41:00;05:44:34;3;0
20170503001917;18:55:29;18:57:06;2;0
20170503001918;04:22:39;04:24:45;4;1
20170503001919;08:34:19;08:37:56;2;0
20170503001920;01:57:36;02:02:33;1;1
20170503001921;11:00:33;11:04:55;2;0
20170503001922;23:25:58;23:28:01;2;0
20170503001923;17:35:06;17:40:36;3;0
20170503001924;04:26:44;04:30:01;2;1
20170503001925;22:16:06;22:20:48;3;1
20170503001926;01:27:31;01:31:43;2;0
20170503001927;06:20:49;06:23:54;2;0
20170503001928;10:33:45;10:36:10;0;0
20170503001929;19:28:01;19:31:34;1;0
20170503001930;07:06:54;07:09:41;4;0
20170503001931;19:10:17;19:13:14;4;0
20170503001932;22:33:51;22:36:49;2;0
20170503001933;11:48:24;11:51:24;2;0
20170503001934;19:02:10;19:06:28;2;0
20170503001935;03:18:36;03:21:00;3;0
20170503001936;09:09:35;09:12:03;2;0
20170503001937;09:58:25;09:58:50;4;0
20170503001938;23:53:25;23:55:15;3;0
20170503001939;23:10:11;23:13:43;5;0
20170503001940;19:09:58;19:13:33;2;0
20170503001941;21:59:59;22:02:54;5;0
20170503001942;16:06:41;16:11:42;3;0
20170503001943;11:52:37;11:55:57;3;0
20170503001944;23:25:02;23:27:47;2;1
20170503001945;14:54:22;14:58:30;4;0
20170503001946;22:20:18;22:24:00;2;0
20170503001947;04:33:01;04:38:05;3;0
20170503001948;02:38:42;02:42:10;4;0
20170503001949;10:07:30;10:10:07;0;0
20170503001950;17:26:55;17:28:20;4;0
20170503001951;10:59:12;11:03:03;3;0
20170503001952;14:04:14;14:06:05;3;0
20170503001953;09:21:24;09:23:39;2;0
20170503001954;17:23:33;17:24:38;2;0
20170503001955;20:32:22;20:37:39;3;0
20170503001956;08:21:18;08:23:29;3;0
20170503001957;04:49:32;04:55:42;4;0
20170503001958;13:36:17;13:39:25;4;0
20170503001959;07:07:44;07:10:21;2;0
20170503001960;19:43:20;19:45:10;3;0
20170503001961;14:17:16;14:19:45;3;0
20170503001962;10:08:08;10:10:34;2;0
20170503001963;09:36:40;09:41:22;1;0
20170503001964;06:27:41;06:30:01;2;0
20170503001965;12:39:05;12:42:53;3;1
20170503001966;08:00:22;08:03:03;2;0
20170503001967;22:26:31;22:29:21;4;0
20170503001968;05:07:34;05:09:31;2;0
20170503001969;09:57:30;10:01:12;2;0
20170503001970;16:13:06;16:17:01;1;0
20170503001971;20:48:29;20:48:29;0;0
20170503001972;16:06:03;16:08:49;1;1
20170503001973;21:46:55;21:50:50;3;0
20170503001974;20:14:38;20:16:10;2;0
20170503001975;15:17:47;15:19:51;2;0
20170503001976;07:17:08;07:21:30;2;1
20170503001977;12:11:14;12:13:22;4;0
